2781505847-237000000-Avatar
284600000-60000000-The Green Mile
284139100-260000000-John Carter
282570682-135000000-Turbo
281929795-25000000-Bridget Jones's Diary
280000000-80000000-Batman Returns
278346189-100000000-The Tourist
278019771-19000000-Scary Movie
277448382-70000000-xXx
276572938-130000000-The Bourne Legacy
275650703-84000000-Scooby-Doo
275293450-65000000-Lincoln
274703340-115000000-Lara Croft: Tomb Raider
274470394-80000000-The Expendables
273552592-50000000-Jerry Maguire
273339556-130000000-Bad Boys II
272912430-145000000-Mr. Peabody & Sherman
272742922-19000000-The Silence of the Lambs
271430189-80000000-Grown Ups
270248367-42000000-The Firm
269994119-37000000-We're the Millers
269958228-33000000-Gran Torino
268426634-100000000-Epic
268157400-18000000-Neighbors
268031828-140000000-Exodus: Gods and Kings
267045765-105000000-The Princess and the Frog
266728738-80000000-Something's Gotta Give
266614059-38000000-Indecent Proposal
266586800-18000000-The Prince
266465037-100000000-American Gangster
266000000-105000000- 10,000 BC 
264218220-175000000-Waterworld
264118201-60000000-The Truman Show
264105545-92000000-Charlie's Angels
263920180-90000000-The Fifth Element
262797249-65000000-Jumanji
261930431-117000000-Knight and Day
261572744-18000000-Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
261317921-65000000-Total Recall
260696994-75000000-Robots
260095987-50000000-Super 8
259207227-55000000-Paddington
259175788-120000000-Charlie's Angels: Full Throttle
258270008-75000000-Wanted
258022233-140000000-Rush Hour 3
257850122-3500000-The Full Monty
256697520-60000000-The Village
256271286-52000000-Erin Brockovich
255273813-6500000-Annabelle
255000211-70000000-Cliffhanger
254700832-6000000-Four Weddings and a Funeral
254455986-80000000-The Hangover Part II
254134910-30000000-Babe
253625427-0-Wild Hogs
252712101-85000000-Hercules
252276927-38000000-True Grit
251212670-18000000-Bean
251171807-40000000-American Hustle
250821495-65000000-You've Got Mail
250649836-90000000-Enemy of the State
250288523-95000000-The Mask of Zorro
249348933-48000000-The Ring
249288105-100000000-Eragon
248384621-78000000-Cloudy with a Chance of Meatballs 2
248118121-75000000-Unbreakable
248000000-25000-The Blair Witch Project
247275374-17000000-Dumb and Dumber
246984278-80000000-Grown Ups 2
246233113-99000000-The Peanuts Movie
245724603-135000000-Rango
245676146-80000000-Face/Off
245527149-150000000-Dark Shadows
245500000-210000000-Transformers: Age of Extinction
245360480-137000000-Hulk
245066411-6000000-The Godfather
244931766-40000000-Love Actually
244527583-40000000-Back to the Future Part III
244386864-33000000-Rush Hour
244082376-60000000-Marley & Me
243843127-130000000-After Earth
243637091-88000000-Pixels
243400000-100000000-Hercules
243240178-40000000-A Few Good Men
242988466-100000000-Cloudy with a Chance of Meatballs
242295562-100000000-Eraser
240360392-50000000-Daddy's Home
240159255-65000000-Resident Evil: Retribution
240031094-70000000-Die Hard 2
239606210-0-Crocodile Dundee II
239379423-120000000-RoboCop
238207122-125000000-Batman & Robin
237681299-82500000-Click
237382724-112000000-Gulliver's Travels
237202299-90000000-Gone In Sixty Seconds
237113184-3500000-Saturday Night Fever
236350661-76000000-2 Fast 2 Furious
235926552-100000000-A.I. Artificial Intelligence
235860116-16400000-Dead Poets Society
235666219-65000000-Spy
235483004-11000000-American Pie
234989584-50000000-American Reunion
234801895-34200000-Big Daddy
234360014-210000000-X-Men: The Last Stand
233755553-0-Alvin and the Chipmunks: The Road Chip
233555708-14000000-The Imitation Game
233093859-80000000-The Day the Earth Stood Still
232713139-125000000-Clash of the Titans
232617430-90000000-The Girl with the Dragon Tattoo
232324128-44500000-Argo
231976425-27000000-The English Patient
231605150-31000000-Sister Act
231449203-55000000-American Wedding
231411584-7500000-Juno
230685453-80000000-Get Smart
230427240-100000000-Constantine
230000000-80000000-Space Jam
229736344-25000000-Mr. Bean's Holiday
229074524-73000000-The Lost World: Jurassic Park
228738393-110000000-Ghost Rider
227853986-25000000-Lethal Weapon 2
227817248-120000000-The Green Hornet
227799884-21000000-Sleepless in Seattle
226904017-75000000-Immortals
226830568-25000000-Taken
226497209-95000000-Percy Jackson & the Olympians: The Lightning Thief
225990978-70000000-Yes Man
225933435-10000000-Good Will Hunting
224920315-40000000-The Social Network
224834564-45000000-Chicken Run
224803475-50000000-Hansel & Gretel: Witch Hunters
224012234-75000000-Con Air
223664608-60000000-Interview with the Vampire
223387299-55000000-Flightplan
222809600-50000000-Non-Stop
222724172-32000000- Honey, I Shrunk the Kids 
222231186-85000000-Jumper
222104681-170000000-Wild Wild West
221303188-0-Presumed Innocent
220673217-48000000-Scary Movie 3
219851172-200000000-Green Lantern
219788712-50000000-Planes
219417255-60000000-The Terminal
219103655-85000000-It's Complicated
219076518-30000000-Knocked Up
218613188-70000000-The Prince of Egypt
218340595-60000000-Jack Reacher
217764291-65000000-Collateral
216763646-30000000-Million Dollar Baby
216614388-15000000-Twins
216485654-52000000-Valentine's Day
216197492-20000000-Bad Teacher
215887717-62000000-Clear and Present Danger
215880014-4000000-One Hundred and One Dalmatians
215863606-68000000-Ted 2
215862692-40000000-Dracula
215663859-75000000-Vertical Limit
215529201-70000000-Dracula Untold
215394738-37000000-Ghostbusters II
215294342-110000000-The Patriot
215283742-150000000-The Sorcerer's Apprentice
215000000-41000000-8 Mile
214948780-110000000-X2
214918407-80000000-Just Go With It
214104620-80000000-Public Enemies
214034224-60000000-The Bourne Identity
214015089-55000000-Disclosure
213954274-6000000-Dirty Dancing
213928762-8000000-Pulp Fiction
212902372-50000000-Into the Woods
212874442-80000000-Bedtime Stories
212404396-66000000-Entrapment
212385533-30000000-Ace Ventura: When Nature Calls
212011111-150000000-Master and Commander: The Far Side of the World
212000000-45000000-Miss Congeniality
211989043-100000000-End of Days
211817906-68000000-Fury
211780824-65000000-Due Date
211643158-130000000-Kingdom of Heaven
211343479-40000000-The Little Mermaid
210819611-30000000-District 9
210300000-34000000-Moonraker
210000000-72000000-Braveheart
209947037-17000000-The Others
209196298-78000000-Red Dragon
209073645-140000000-Lemony Snicket's A Series of Unfortunate Events
209035668-190000000-Tomorrowland
208076205-85000000-Safe House
207515725-48000000-Traffic
207283925-38000000-The Fast and the Furious
206678440-26000000-Philadelphia
206172544-90000000-The Expendables 3
206071502-100000000-Sleepy Hollow
205843612-4000000-The Jungle Book
205738714-21000000-Silver Linings Playbook
205703818-5000000-Paranormal Activity 3
205405498-40000000-JFK
205366737-150000000-White House Down
205298907-38000000-The Ugly Truth
204999686-52000000-The Break-Up
204594016-60000000-Eat Pray Love
203567857-120000000-King Arthur
203427584-55000000-Everest
203388341-68000000-Vanilla Sky
203277636-66000000-Need for Speed
202466756-70000000-Battle: Los Angeles
202292902-50000000-Patch Adams
202026112-100000000-Fun with Dick and Jane
201965915-13500000-Teenage Mutant Ninja Turtles
201957688-15000000-Kindergarten Cop
201634991-28000000-Straight Outta Compton
201596308-90000000-You Don't Mess With the Zohan
201585328-42000000-21 Jump Street
201584141-80000000-Yogi Bear
200804534-50000000-Garfield
200276000-75000000-Valkyrie
200182160-7000000-Rocky II
198802074-125000000-Total Recall
198685114-55000000-City of Angels
197687603-195000000-Jack the Giant Slayer
197309027-85000000-Open Season
197011982-38000000-Spy Kids 3-D: Game Over
196781193-40000000-The Other Woman
196567262-55000000-Stargate
196482882-75000000-50 First Dates
196397415-48000000-Panic Room
196114570-30000000-The Vow
195745823-75000000-Anger Management
195735876-70000000-Beowulf
195312802-28000000-For Your Eyes Only
195268056-45000000-The Pelican Brief
194564672-35000000-The Intern
194168700-85000000-The Holiday
193772504-100000000-Gangs of New York
193355800-15000-Paranormal Activity
192452832-30000000-The Curse of the Were-Rabbit
192330738-55000000-The Equalizer
191502426-30000000-The Addams Family
191185897-40000000-The Living Daylights
190320568-82000000-The Longest Yard
190213455-95000000-Hollow Man
190212113-40000000-Cheaper by the Dozen
189859560-0-Outbreak
189833357-22000000-The Santa Clause
189712432-36000000-Gnomeo & Juliet
189198313-66000000-The X Files
189015611-63000000-Rambo III
188441614-50000000-22 Jump Street
188133322-90000000-The Secret Life of Walter Mitty
188072649-92000000-Tropic Thunder
187884007-20000000-Jaws 2
187436818-60000000-Heat
187361754-55000000-Mr. Popper's Penguins
187000000-20000000-12 Years a Slave
186883563-60000000-The Horse Whisperer
186438883-28000000-Walk the Line
186167139-40000000-The Final Destination
186072214-85000000-I Now Pronounce You Chuck & Larry
186053725-120000000-Atlantis: The Lost Empire
185991646-23000000-The Waterboy
185770160-170000000-Hugo
185438673-14000000-The Spy Who Loved Me
185260553-0-The Birdcage
185258983-130000000-Watchmen
184376254-45000000-Inside Man
183987723-176000003-Jupiter Ascending
183953723-63000000-Hop
183700000-27500000-Octopussy
183611771-85000000-102 Dalmatians
183474602-10000000-The Grudge
183293131-26000000-Paul Blart: Mall Cop
183018522-85000000-Mirror Mirror
182300000-35000000-Cape Fear
182290266-90000000-The Haunted Mansion
182057016-17000000-While You Were Sleeping
182016617-24000000-The Bridges of Madison County
181813770-6000000-Grease
181674817-160000000-Poseidon
181466833-0-Scooby-Doo 2: Monsters Unleashed
181096164-26000000-Hot Shots!
181001478-80000000-Road to Perdition
181000000-45000000-Liar Liar
180949000-30000000-Kill Bill: Vol. 1
180622424-30000000-Sweet Home Alabama
180557550-75000000-DÃ©jÃ  Vu
180274123-42000000-Lo imposible
180000000-0-Dangerous Minds
179379533-65000000-The Dictator
179265204-78000000-The League of Extraordinary Gentlemen
179213434-52500000-Moulin Rouge!
179179718-78000000-Daredevil
178262620-45000000-Scary Movie 4
178127760-116000000-Dante's Peak
178066569-80000000-Eagle Eye
178051587-45000000-Patriot Games
178043761-14000000-Brokeback Mountain
177977226-80000000-Flubber
177841558-70000000-Double Jeopardy
177584879-66000000-War Horse
177512032-3000000-Paranormal Activity 2
177371441-50000000-How to Lose a Guy in 10 Days
177259441-40000000-He's Just Not That Into You
177243185-20000000-The Descendants
177238796-110000000-The A-Team
177200000-21000000-Tootsie
176997168-40000000-In the Line of Fire
176885658-80000000-Analyze This
176104344-70000000-Dr. Dolittle 2
176070171-60000000-The Italian Job
175372502-45000000-The Bucket List
174999005-19000000-Sleeping with the Enemy
174822325-163000000-Cowboys & Aliens
174600318-30000000-The Grand Budapest Hotel
174578751-90000000-Percy Jackson: Sea of Monsters
173965010-35000000-Identity Thief
173959438-30000000-Big Momma's House
173930596-40000000-In Time
173649015-50000000-Anchorman 2: The Legend Continues
173398518-32000000-Elf
173046663-14000000-Scream
173013509-79000000-Cold Mountain
172989651-92000000-Black Hawk Down
172855065-65000000-The Santa Clause 2
172363301-24000000-Scream 2
171963386-42000000-Along Came Polly
171844840-70000000-Couples Retreat
171757863-60000000-Antz
171600000-25000000-No Country for Old Men
171504781-20000000-Cocktail
171269535-50000000-Mr. Deeds
171183863-70000000-AVP: Alien vs. Predator
171120329-90000000-Contact
170877916-100000000-Blood Diamond
170764026-25000000-Cloverfield
170432927-100000000-The Other Guys
170362582-45000000-The Specialist
170268750-60000000-Starsky & Hutch
170128460-50000000-Shall We Dance?
170000000-35000000-What Happens in Vegas
169956806-120000000-Stuart Little 2
169860655-20000000-Superbad
169852759-80000000-Zookeeper
169837010-40000000-Dumb and Dumber To
169332978-150000000-Meet the Robinsons
169327687-100000000-The Emperor's New Groove
168840000-29500000-Twelve Monkeys
168167691-55000000-Seven Pounds
168000000-11000000-Three Men and a Baby
167977596-120000001-Fantastic Four
167805466-100000000-Unstoppable
167722310-20000000-DodgeBall: A True Underdog Story
167298192-155000000-Alexander
167221571-7000000-Magic Mike
165615285-44000000-Sleepers
165335153-37000000-The Princess Diaries
165333180-60000000-The Scorpion King
165184237-45000000-The Muppets
164508066-160000000-Speed 2: Cruise Control
164433867-60000000-Daddy Day Care
164000000-70000000-Six Days Seven Nights
163876815-10000000-Saw III
163794509-135000000-Miami Vice
163733697-80000000-Four Christmases
163720069-37000000-Burn After Reading
163712074-150000000-The Incredible Hulk
163670000-25000000-Up in the Air
163442937-65000000-Unbroken
163403799-60000000-The Happening
163214286-8200000-The Sound of Music
162966177-72500000-Talladega Nights: The Ballad of Ricky Bobby
162949164-126000000-The Island
162945894-63000000-World Trade Center
162944923-80000000-The Interpreter
162839667-90000000-The Spiderwick Chronicles
162610473-40000000-Bridge of Spies
162242962-85000000-Memoirs of a Geisha
162091208-65000000-Eyes Wide Shut
162000000-70000000-Alien: Resurrection
161849455-27000000-Limitless
161834276-40000000-Scream 3
161777836-7000000-Live and Let Die
161772375-31000000-Flight
161626121-90000000-Payback
161451538-0-The Ring Two
161025640-70000000-Olympus Has Fallen
161001698-14000000-Born on the Fourth of July
161000000-6000000-A Star Is Born
160638883-30000000-Legends of the Fall
160602194-50000000-Into the Storm
160583018-40000000-Johnny English
160388063-85000000-Hellboy II: The Golden Army
160259319-30000000-27 Dresses
160078586-45000000-Johnny English Reborn
160000000-36000000-Never Say Never Again
159773545-50000000-AlienÂ³
159616327-5500000-The Sting
159330280-60000000-The Jackal
159291809-30000000-Step Up 3D
159212469-80000000-Daylight
159157447-14000000-Unforgiven
159055768-57000000-Demolition Man
158733820-40000000-Sin City
158674180-43000000-The Heat
158468292-85000000-The Fast and the Furious: Tokyo Drift
157920733-60000000-Days of Thunder
157887643-47000000-Final Destination 5
157387195-53000000-Crimson Tide
157299717-75000000-X-Men
157107755-80000000-The Book of Eli
156835339-30000000-P.S. I Love You
156822020-25000000-Mystic River
156563139-35000000-Under Siege
156505388-95000000-Lara Croft Tomb Raider: The Cradle of Life
156167015-32000000-Licence to Kill
155760117-44000000-The Hateful Eight
155721132-24000000-Rocky Balboa
155545279-35000000-Hannah Montana: The Movie
155464351-100000000-What Lies Beneath
155446362-50000000-Knowing
155019340-80000000-Over the Hedge
155010032-54000000-Blade II
154984035-70000000-The Monuments Men
154937680-70000000-Dreamgirls
154906693-55000000-Maid in Manhattan
154864401-14000000-Cool Runnings
154749918-43000000-Monster-in-Law
154648887-70000000-The Phantom of the Opera
154026136-37000000-The Town
153997819-25000000-Ride Along
153962963-50100000-Focus
153698625-20000000-Free Willy
153518974-38000000-Another 48 Hrs.
153083102-11000000-Gremlins
152944660-57000000-The Devil's Advocate
152930623-75000000-Tower Heist
152925093-4000000-Saw II
152500343-25000000-Chocolat
152427960-30000000-A View to a Kill
152368585-75000000-Backdraft
152266007-40000000-A Time to Kill
152263880-55000000-Date Night
152159461-30000000-Kill Bill: Vol. 2
152036382-32000000-Phenomenon
152000000-50000000-Congo
