vote_average revenue
4.5 0
5.6 0
5.9 0
6.3 0
5.8 2945242
6 92076
7.4 2697930
6.3 0
6.2 0
5.8 0
6.4 712294
5.7 72028752
6.4 0
4.6 0
5.7 0
7.1 0
5.9 38058335
5.1 0
6.9 4851244
4.8 0
6.2 22201636
6.5 13350369
5.5 0
6.6 0
4.7 0
3.5 10442808
4.5 67192859
6.7 23727301
5.8 0
6 0
5.1 0
5.8 0
4.6 0
5 0
3.8 0
5.5 0
3.4 0
4.6 0
5 1928985
4.5 0
5.2 15007991
6.5 31670620
7.3 0
6 0
5.1 0
2.5 0
6.9 0
6.7 11098131
6.5 0
6.2 0
5.8 0
6.1 0
6.2 0
6.3 3357075
6.1 0
4.3 0
4.7 0
5.6 0
5 0
6 0
4.3 0
6.8 653621
6.2 1919197
5.8 0
3.9 143000
6 7096000
7.4 0
4.5 0
4.8 3102550
5.5 0
4.7 0
5.4 0
5.6 0
4.9 206871
6.4 0
4.1 0
5.8 11588205
3.9 0
6.8 25224242
5.9 0
4.3 0
5.2 0
8.2 0
6.3 793604
6.5 0
6.9 0
6.3 973525
5.8 852872
5.1 0
6.8 84967
5.5 34252847
5.4 0
5.2 0
4.3 0
5.4 0
6.5 0
4.4 0
5.9 0
5.4 0
5.2 0
7.1 0
5.8 0
5.3 0
6.5 0
6.7 0
6.1 32645546
6.6 0
5.7 0
6.9 13411957
5.3 0
7 5048693
6.3 0
4.2 0
6.2 0
4.6 0
4.5 0
6.4 4386236
3.7 0
7 0
4.7 0
3.6 0
5.2 25473093
6.7 0
6.7 0
5 0
5.8 0
5.8 0
6.1 0
6.4 0
6.8 0
7 0
5.5 0
6.7 1410778
6.6 6584159
6.8 0
5.8 0
5.7 0
4.3 0
5.2 0
4.9 0
4 0
7 11718595
4.8 0
5.1 6856989
6.5 0
4.2 0
7 0
5.9 0
5.5 2019009
5.1 0
6.3 0
5.9 0
6.6 0
6.5 0
5.6 0
7.3 0
5.5 0
6.3 10422387
7.5 0
4.5 0
5.5 0
4.9 0
4.9 0
4.2 0
6.5 0
4.5 0
6 0
7.5 0
7 0
7.6 0
6.1 0
5.9 0
5 0
6.1 0
7 0
5.6 0
3.9 0
5.2 0
5.6 0
4.4 0
6.8 9879971
6.9 0
3 0
6.1 0
5.4 0
5.1 0
7 0
7.2 0
8 0
6.6 0
8.3 0
5.9 634074
5.7 0
5.9 0
6.2 0
6.3 111340801
6.8 1065659812
6.4 461983149
7.1 599045960
6.4 758239851
6.7 114194847
6.4 660940780
6.3 397850012
7 326551094
7.7 289847354
6.7 194168700
7.8 109676311
6.2 574480841
6.7 135330182
7.3 69959751
5.3 0
5.3 391081192
6.4 261572744
5.9 237681299
6.4 0
5.5 204999686
7.2 184376254
6.2 155019340
7 132180323
7.2 170877916
6.5 15309302
6.5 42931041
7.3 56308881
6.6 120455994
5.8 117719158
6.3 97607453
6.3 33889159
6.7 15304890
5.8 384335608
6.4 155721132
5.1 6086508
6 64459316
5.2 37384046
6.5 180557550
4.8 249288105
6.3 114830111
5.3 178262620
6.3 140175006
6 0
5.6 88715192
7.1 120175290
5.5 55181129
6 69623713
5.2 141702264
5.7 38159905
5.9 59908565
5 31070211
6.4 0
5.7 163794509
6 41009669
6.2 28000000
6.7 65900249
6.5 5179037
6.1 0
5.8 69834815
4 38755073
6.3 57103895
6.7 0
5.7 87528173
7.1 42647449
6.5 43545364
7 86915017
5.6 0
5.8 19179969
5.4 5549200
5.4 9450897
6.1 0
5.6 138259062
4.5 38629478
6.9 26888376
6.2 162966177
7.1 0
7.5 307077295
6.5 60474340
5.3 14655628
6.9 0
5.1 47231070
7.7 3669465
7.3 48027970
6 163876815
6.1 495303
5.5 80197993
5.8 49111202
5.5 0
5.3 181674817
4.6 7314027
4.4 0
6.3 7900000
6.3 2281089
5.3 130431368
7.3 100523181
5.6 101595121
5.6 0
6.6 0
6.5 0
5.4 38368909
5.2 119188334
6.9 68673228
4.9 0
6.7 5480996
5.3 0
6.9 53653224
5.9 162945894
5.1 84500122
6.4 42064105
5 0
6.9 0
7.4 1381665
6.2 7385434
3.9 48548426
6.1 38505009
6.6 6538177
6.1 197309027
6.4 0
5.3 72779000
6.4 3338228
5.8 0
6.5 154937680
5.2 62022014
6.9 2077763
5 13368437
6.4 72778712
7 55011732
4.9 1675484
4.9 374743
6.1 158468292
6.5 57806952
6.2 35078241
5.1 29907685
5.9 0
6.3 10903846
6.7 9448082
5.7 0
6 0
4.5 0
6.5 11772461
5 22165608
5.1 0
5.3 0
5.6 6754898
4.6 61112916
5 23937870
6 57231524
5.7 0
5.9 0
6.3 0
5.4 0
6.3 4291965
6 144
6.4 34742066
5.1 12506188
4.8 0
6.3 0
6.4 0
3.8 0
5.9 23006849
5.7 0
4.6 0
6.6 7177143
6.5 22889018
6.5 0
6.1 65664721
6.2 31584901
5.2 0
6.4 38399961
5.5 0
6.3 49469904
6.6 76286096
6.5 165000
4.9 480314
6.2 11400000
6.6 123384128
5.7 0
5.6 77920346
4.8 0
5.8 5914908
6.1 17800000
7.7 0
4.9 60896147
6.8 9500000
7.4 0
6.5 8974829
5.4 0
5.9 0
6.2 0
6.5 0
6 16158487
5.3 39143839
5.7 0
6.6 0
4.7 0
6.3 0
5.1 0
6.7 2294291
6 143451
5.9 0
5.4 82800000
5.8 1196307
6.8 580527
6.8 0
5.7 0
6.5 0
5.6 16627188
6.5 622806
5.7 23321954
6.2 13405595
6.1 16803753
6.4 6700000
4.7 0
5.4 41237648
7.1 0
5.2 37597471
5.5 0
4.7 0
6.4 0
6.3 0
5 0
4.9 0
6.5 0
4.4 0
5.6 0
6 0
5.4 66966987
5.5 1151330
5.1 745327
4.6 0
5.7 0
6.5 46396427
5.3 21510851
6.2 11130889
7.5 0
5.7 0
4.9 0
6.4 0
6.7 426224
5.2 0
5.3 21170563
6.2 0
5.6 8059140
5.3 0
5.2 42285169
5.3 0
7.3 0
6.6 69136
6.6 0
4.4 0
4.8 11449638
6 0
6.5 41480851
6.3 0
5.5 4946225
5.2 0
7.2 0
6.4 0
5.6 0
6.3 0
7 0
5.1 0
5.2 0
5.6 0
5.1 0
3.4 0
6.8 10178331
6.1 29326868
5 3091922
5.1 0
6.2 0
4.7 0
6.9 0
3 0
7.2 0
6.6 0
6.1 1128345
5.6 13401952
5.7 0
6.7 210128
5.4 0
7 20138836
6.5 0
6.5 46243000
5.4 4630045
6.2 0
6.8 849055
6.1 0
5.5 0
3.8 0
5.4 0
7.5 0
7.1 163000
5.2 0
6.8 0
5 0
7.1 8176544
5.7 0
5.3 0
5.8 0
6.1 0
4.9 0
5.5 17807569
6.7 516139
5.8 17496992
6.3 0
6.7 22963701
6.3 834457
6.7 0
6.3 0
5.9 0
7.2 201275
5.3 0
6.1 21000000
5.2 0
6.7 0
5.3 27105095
5.8 0
5.2 11992014
4.5 0
5.9 300000
6.2 0
6.6 0
4.2 0
5 0
6.8 0
6.3 0
7.7 0
6.2 234360014
4.7 0
5.7 0
6.5 0
5.2 2043704
4.8 0
6.1 0
6.6 1678874
4.8 0
6.8 0
6.8 0
7.6 0
4.7 0
6.6 18948425
5.2 0
4.8 0
6.6 0
2.8 0
5.8 0
6.2 0
5.5 0
5.5 0
5.4 0
5.6 0
6.9 0
5.6 0
5.9 0
6.9 302179
8.7 0
5.7 0
6.9 21353303
6.3 3833507
2.8 0
4.6 0
6.5 0
5.4 0
5.1 0
6.5 0
6.4 0
6.6 382267
6.8 0
6.9 0
5.4 5542025
6 0
4.9 0
5.8 0
6 0
6.7 0
6.6 0
5.4 0
6.5 0
5.6 0
7.1 0
7.1 0
3.6 0
4.9 0
6.1 0
7.5 0
4.8 0
8.1 0
4.3 0
5.7 0
5.3 245000
5.2 0
3.6 0
6.5 7202
4.8 0
5.7 0
5.5 0
5.7 0
7 0
5.8 0
5.2 0
5.6 0
7.3 0
6.3 0
5.7 13022756
6.9 0
6.8 0
7.4 789804554
7.5 152159461
6 40203020
7.8 72258126
7.5 115603229
7.2 631442092
7.1 288500217
6.8 497409852
6.4 347451894
6.6 347234916
6.5 196482882
6.8 129042871
5.9 300257475
6.4 99318987
6.4 305875730
6.5 919838758
7.1 96060858
6.1 129394835
6.4 362744280
6.1 516642939
6.1 544272402
6.7 102000000
6.7 217764291
7.4 30039392
5.7 128905366
3.9 0
7 219417255
6.5 209073645
7.6 216763646
5.2 200804534
6.2 0
5.8 367275019
5.7 57958696
5.9 0
6.6 140161792
4.7 0
7.1 98410061
6.7 90574188
6.1 96455697
5.7 27388767
6.2 30411183
5.2 181466833
7.1 116766556
5.9 70067909
5.5 171183863
6.2 167722310
6.5 9584131
5.6 167298192
6.4 23936908
7.1 103911669
6.4 783766341
6.4 20796847
7.3 130293714
5.7 171963386
6.6 115505027
6 54700105
4.3 82102379
5.3 0
5.2 332323
6.7 102356381
6.8 0
6.1 203567857
6.2 115772733
5.6 55041367
6.3 92913171
7 11850214
6 61347797
4.4 28283637
5.9 95149435
5.9 25819961
7.5 15992615
5.8 183474602
6 56422687
6.1 96105964
7.2 8203235
4.9 24829644
5 36609966
5.4 13395939
5.3 0
5.8 170128460
5.7 36098382
5.4 102000000
6.9 424760
6.7 1461989
5.8 103951461
6.3 108103450
6.3 0
6.6 119114517
5.3 16980098
6.4 113086475
7.2 38000000
5.4 0
6 57223890
5.7 25195000
6.3 0
5.3 54667954
6.9 0
6.5 50907422
5.5 0
7.2 0
5.4 0
6.1 0
6.3 0
6.6 109502303
5.2 69631118
6 0
5.5 170268750
5.4 0
5.1 29331068
6 256697520
5.5 26155781
6.8 611899420
5 70992898
7 124731534
5.8 27685016
4.8 0
6.8 0
5.8 0
5.7 41512007
6 65470529
5.5 0
5 0
6.8 154648887
5.6 0
7.1 26781723
6.6 46118097
5.2 0
4.6 78000586
5.4 0
6.6 13001257
4.8 0
7 34808403
5.6 72178895
5.7 65070412
4.8 0
5.8 0
4 0
5 0
5.6 371396
5.9 0
5.4 117575636
5 14793624
5.7 0
6.3 0
5.9 0
5.8 0
6.4 20377075
6.1 0
5.9 0
5.9 0
4.5 0
4.9 0
5.4 21009180
6.2 0
4.7 30114487
5.5 0
6.8 120620
7.2 61255921
5.8 0
5.8 20085825
5.9 49718611
6.3 0
5.9 0
5.2 365134
5.9 16605763
6.5 0
5.6 0
5.9 14867514
6.2 0
5.8 0
5.5 16123851
7.1 0
6.3 0
6.8 62172050
6.1 3537961
6.3 0
4.3 0
7.1 0
5.6 12520799
6.6 0
4.8 46546197
6.8 64445708
5.5 0
6.3 21148829
6.1 0
7.1 1524966
6.4 0
6.7 0
7.3 0
6.3 0
4.8 14822346
7.3 0
5.8 0
5.1 5001655
4.5 0
6.1 0
6.2 12
5.1 13000000
4.3 0
4.9 6808550
6 0
6.6 0
6.7 0
4.9 0
5.6 176153
5.1 21800302
6.7 0
6.8 11341016
6.1 0
5.4 548039
6.2 8112712
5.3 28818995
5.3 31179516
3.9 0
4.2 0
6.7 776691
6.5 28575078
6.4 1548955
5.2 22034832
7.5 0
4.3 0
4.8 6614280
6 11837022
5.7 0
6.7 1841260
7 0
5.7 0
6.3 0
6.1 0
5.6 0
5.5 1914166
5.6 0
4.3 0
6 0
6.9 0
6 74541707
5.6 0
5.4 0
5.1 0
5.9 10000000
5.2 0
5.5 29170410
6.4 0
5.2 16702864
4.9 1479042
5.8 0
5.7 0
6.4 4678405
6.4 0
5.8 0
5.5 0
5.9 143597
5.5 0
6.8 0
5.6 0
6.4 0
5.1 0
6.7 0
2.1 9109322
6.9 3166000
5.2 0
6.7 0
6.8 0
7.3 603943
5.2 0
6.1 0
6.4 2037545
7.3 0
5.8 0
6.1 0
7.4 0
6.8 0
4.8 14000000
2.3 0
6.6 0
5.9 0
5.6 0
6.1 0
5.5 0
6.7 0
7.4 0
5.9 0
6.1 5923000
6.8 0
4.4 0
7.6 0
5.2 0
6.5 0
5.8 823258
4.8 0
5 0
5.1 0
7.5 0
6.4 0
7.5 0
6.8 0
5.8 0
 0
  the principal of his all-boys
5.1 0
7.4 0
6.4 0
5.7 0
6.8 127067
6.7 0
5.2 0
7 0
6.4 3515061
8.3 245066411
7 46122355
6.1 9700000
6.9 0
6.9 12600000
6.2 6330000
6.1 0
6 0
6.3 6000000
6.5 18016290
6.6 0
6.1 0
7.3 0
7 0
6.6 0
7.7 84563118
6.5 0
7.1 0
6.6 7500000
7.2 58831997
7.6 0
8 0
7.2 0
5.8 0
7.4 0
5.7 0
6.5 0
6.3 0
6.7 0
5.9 0
6 0
6 0
5.3 0
5.7 0
6.1 0
6.6 0
5.8 0
5.7 0
6.2 0
5.9 0
8 538400000
7.9 44017374
7 83453539
7.3 115229890
5.8 58853106
7.4 23000000
6.3 108185706
6.4 59754601
5.8 21202829
5.8 27107960
7.6 26010864
6.3 41675194
5 66132626
6.2 0
7.2 0
6.2 21378361
6.5 0
6.5 39846344
6.7 31899000
5.8 11715321
6.2 0
6.7 101300000
4.9 0
6 3484331
 0
 
 
6.3 0
5.7 16647800
6.2 0
6.5 0
5.4 0
5.9 0
5.9 70687344
7.1 0
5 0
6 19853892
6.5 0
5.8 0
5.9 11000000
6.4 7206220
5.8 22743674
5.7 0
5.1 0
6.4 0
6.6 12729678
7.1 0
6.8 0
6.3 10389003
5.2 0
5.9 22482952
5.8 0
4.9 0
6.8 0
6.4 14796236
6.2 0
5.9 0
5.1 0
6.9 37121708
6.3 0
6 11000000
5.9 0
7.1 0
5.3 22471595
6 15795189
5.7 0
6.3 0
6.3 5000000
6.2 0
5.5 6659377
5.7 0
3.6 18971000
5.4 4400000
7.3 0
6.3 12000000
6 0
6.7 4059673
6.1 0
6.5 0
5.9 0
6.8 961000000
7.2 938212738
7.3 623722818
7.2 442824138
7.6 171600000
6.8 585349010
6 457363168
5.8 890871626
6.6 57096190
7 135560026
6.7 25037897
6.3 383531464
6.2 258022233
7.7 56255142
7 422610419
5.2 228738393
6.9 231411584
6.9 137587063
6.9 95696996
7.2 129266061
7.8 76181545
4.1 0
7.3 266465037
7.2 80573774
5.8 798958165
6.8 152000000
7 169860655
5.6 361366633
5.6 287594577
6.7 169332978
7 156835339
6 219076518
6.2 77566815
6.3 0
5.4 289047763
6.6 340487652
7.1 84785914
4.8 0
6.4 311312624
6 95608995
6.9 527068851
6.3 119000410
6.3 64238440
6.4 86658558
4.9 41797066
6.8 32017803
6.1 229736344
6.7 41637263
6.1 75505973
5.7 372234864
7.3 20710513
7.1 39000000
5.6 16930884
6.3 69766619
6.6 117760134
5.7 63215872
6.8 70016220
6.9 66122026
6.3 14373825
5.9 40452643
6.1 193355800
5.2 173000000
5.9 186072214
5.9 18211013
6 0
5.9 84146832
5.9 33231264
5.8 139352633
5.5 97838349
5.2 0
6.4 90450008
5.1 0
6 7000000
6.2 26820641
7 55112356
5.4 195735876
6 92601050
5.4 0
5.6 127766650
5.9 149044513
6.4 94679598
5.9 99965753
6 147880543
5.6 253625427
6.5 25037897
6.2 33000000
5.6 1109660
6.6 709709780
6.9 175372502
5.6 35619521
6.4 19776159
5.9 0
5.4 25399945
6.4 0
5.3 0
3.8 9620399
5.8 80253908
6.9 37311672
7.3 0
6.2 7938872
4.2 0
6.4 74237563
6.9 0
5.8 5741608
5.4 15071514
5.9 69474661
5.2 0
6.7 25005257
7.2 0
4.8 18197398
5.9 0
6.7 22179430
7.6 0
5 0
5.8 7766240
6 147717833
5.3 5364858
6.9 14711793
6.7 18928871
6.7 46
5.4 62771059
7.3 0
5.3 73090611
6 14723313
5.4 0
5.3 95673607
6.1 145896422
5.7 24748670
6.6 6819587
6.2 0
6 0
5.7 0
5.5 5761917
7 0
6.2 29541790
7 8159508
5.5 59192128
6.8 0
5.9 0
3.4 86865564
7.3 0
6 17500000
5.4 0
4.7 0
6 6101046
6 47738099
5.8 69485490
6.6 30226144
6.6 0
6.1 0
6.6 0
7.5 41170784
7.1 0
5.9 26810113
6.8 0
4.7 0
6.1 14334401
6.8 0
4.6 54947
6.4 54926886
7.3 73276047
5.9 35300645
6.5 68377859
6.5 0
5.9 13620075
5.8 8642858
6.1 0
6.2 0
4.5 2626800
5.7 0
5.1 69307224
5.3 9576495
6.1 0
6.7 0
6.3 92991835
7 11293663
7.1 0
5.6 0
6.2 103071443
6.5 16974459
5.6 413454
5.6 0
6 0
5 0
5.3 0
6 0
6 0
7.2 0
5.8 0
6.7 5367030
7.1 0
5.1 0
4.9 0
4.9 0
4.4 0
6.2 0
6 0
5.2 0
7 24538513
5.4 30822861
7 34619699
6.7 0
6.7 0
5.6 0
6.7 0
6.2 0
7.6 0
6.9 0
6.5 18317151
5.9 0
7 0
5.9 346592
4.6 0
4.6 0
6.5 2849142
5.4 3561
5 0
5.3 44852
6.2 0
6.2 0
6.5 0
6.8 0
5.9 0
5.4 27297451
3.4 0
7 22222308
6.6 4607608
5.3 0
5.1 0
6 0
6.5 4001121
5.1 0
6.6 0
5.8 2955039
5.4 0
5.9 0
6.6 0
5.4 0
5.4 0
6.1 9234510
4.5 0
5.8 0
6.3 1027699
7.5 109000000
4.7 0
6.4 0
5.2 0
6.3 0
5.2 0
6 0
5.5 20380
4.9 25303038
5.1 0
5.8 0
5.4 0
6.2 0
5.7 5285197
5.1 5300000
6.4 0
6.2 0
6.3 0
5 0
5.6 0
6.7 0
3.8 0
7.3 0
6.2 21786738
6.1 2426851
6.3 0
6.5 0
6.6 0
3.3 0
7.2 0
6.5 0
5.4 0
5.1 0
3.4 0
7.3 0
7.2 24377151
6.6 0
6.1 75511123
4.5 5410749
6.9 0
6.7 60641
5.3 0
5.5 0
6.9 121129
4.1 0
6.2 22217407
5.3 0
6.9 36500000
6.4 0
6.7 0
6.4 0
6.2 719968
6.2 0
6.1 0
5.4 0
5.9 249905
6.1 0
5.6 0
5.3 0
3.6 0
5.6 0
3.6 0
5.4 0
5.3 0
4.6 0
4.8 0
4.9 0
6.4 908847
5.2 0
5.2 0
5.8 0
6.6 8768
5.7 0
5.1 0
7.2 0
7.3 0
5.4 220151
6.7 6870249
5.3 13196245
7.2 0
6.3 0
7.9 0
7.3 0
6.5 0
5.8 46474
4.1 0
4.2 0
6 82169884
5.2 274661
5.5 0
5.3 0
5.4 0
6.4 0
6.9 0
4.8 0
4.9 0
5.9 0
7 0
5 41098065
6.3 0
5.4 0
5.8 0
5 0
6.3 55184721
4.6 4910682
4.4 0
5.9 0
4 0
6.7 0
7.3 34786960
6.5 0
5.6 0
5.6 0
5.1 0
5.8 0
4.7 0
6.9 0
4.5 10597734
4.7 0
6.9 0
5.2 0
7.4 0
7 0
6.4 486021
4.2 0
5.6 0
7.3 0
4.9 0
5.9 31576
6.9 0
5.4 0
6.7 31609243
5.4 0
5.5 0
6.9 4778376
6.2 0
6.6 0
7.6 0
4.6 0
7.3 0
5.1 0
4.3 0
1.5 0
7.2 0
5.8 0
6.3 0
6 173066
5.7 0
5 0
5.2 0
6.4 0
5.5 0
6.3 0
7 0
5.5 0
5.8 20342161
6.2 0
4.8 0
6.4 0
7.8 0
5.2 0
6.1 0
6 0
4.8 0
5.5 0
6.1 0
7.8 0
4.9 10337477
7.3 0
5 0
5.8 0
6.4 12000000
6.4 0
7.4 0
6.3 0
5.8 1752038
5.4 0
4.2 0
6.2 1030375
7 0
5.9 0
6.6 0
2.9 0
5.1 6000
5.8 0
4.2 0
6.3 0
5.6 0
4.9 0
6.7 1431623
5 0
6 0
6.8 0
5.3 0
6.1 312751
7.6 104931801
7.8 83471511
6.5 100000000
6 139000000
5.7 210300000
7.5 20045115
5 0
7 22490039
6.8 200182160
5.3 23438120
7.7 39946780
6.1 11988469
7 0
6.2 86432000
7.1 43000000
6.8 37823676
7.3 0
5.8 35841901
7.6 30177511
5.6 0
5.9 0
5.9 0
4.7 13015688
7.3 106260000
6 51718367
7 73961419
5.4 31755742
6.7 33300000
6.4 0
7.2 20000000
7.3 0
6.4 0
5.9 0
6.3 0
5.3 0
6.8 37799643
4.8 61801971
6 0
6.1 0
6.7 0
4.5 0
7.1 0
6.1 0
5.5 0
6 43885000
6.1 0
3 0
7 0
6 0
5.1 0
7.5 0
7.1 0
6.9 0
6.2 0
5.8 22228000
6.1 0
7.1 0
7.1 78371200
6.9 333000000
7.2 295212467
6.8 153083102
6.8 20158808
6.5 316360478
7.9 0
7.5 51973029
6.7 90815558
7.1 25504513
5.9 31042035
6.4 40400657
6.5 30925690
6.3 86572238
6.3 81198894
6.5 38376497
6.1 87000000
6 25100000
6 80035402
5.7 32
6.3 2300000
6.5 0
4 0
5.3 0
6.3 28744356
5.9 38435947
7.5 4736202
6 48143579
4.4 0
6.7 23686027
7.2 34700291
5.7 14418922
6 0
5.8 0
6.1 28733290
6.6 0
4.8 5778353
7 0
6.1 69821334
7.4 2181987
6.1 8801940
6.2 0
5.2 38348988
5.8 12145169
6 0
6.1 25928721
5.6 0
6.1 0
6.8 20458340
5.4 0
6.1 0
6.9 0
6.2 45858563
6.8 0
6.9 68392977
6 11129057
5.1 22812411
6.2 0
6.8 47951979
6.6 0
5.6 14000000
6.6 0
6.2 0
4.1 0
6.7 27187653
6.7 8089290
8.4 4978922
6.2 0
6.1 0
6.5 0
5.6 28078073
5.5 0
5.3 0
6.3 0
5.6 0
4.9 0
5.9 0
4.4 0
5.8 0
6 14134877
5.6 0
5.9 0
6.3 0
4.5 0
4.4 0
4.7 0
4.5 3412497
3.6 35000000
5.7 0
3.8 19265302
5.9 0
4.9 0
5 0
5.6 801000
6.2 0
5.7 0
6.6 10600497
3.9 1337274
4.8 0
6.3 0
6.5 0
5.6 0
6.3 0
6.4 0
6.6 0
7.8 572700000
7.8 65884703
5.8 160000000
5.9 183700000
7.1 19294144
4.7 75800000
6.9 90400000
6.8 79567667
6.9 61399552
4.2 87987055
6.9 0
6.3 0
4.5 0
6.6 67642693
6.3 63541777
7.2 21500000
5.8 19910002
5.9 4300000
7.4 21000000
5.3 15543000
6.5 5979292
6.4 21200000
6.8 25697647
4.9 33759266
7.2 0
5.9 0
6.7 0
5.8 0
6.2 30400000
5.8 42313354
6.5 20766616
5.9 0
5.3 17233166
7.1 11798616
6.2 16175602
5.2 0
6.1 92921203
6.2 0
4.3 4491986
4.8 5678950
3.9 6333135
6 29450919
7.2 13030214
5.2 0
5.8 0
6.3 2494480
4.8 64892670
5.2 12232628
6.3 0
6 34725000
4.5 0
6.5 0
6.8 2120439
4.8 23646952
6.1 6486797
3.8 8890685
8.1 0
7.3 0
6.1 0
6.1 760883
6.1 0
5.1 0
6.2 9190819
6.2 10219460
6.4 0
5.7 0
6.1 0
5.3 3661757
6.9 4685097
6.1 64783827
7 0
6.3 5656087
6.3 0
5.5 0
5.5 10604986
2.7 0
3.1 10676194
6.1 27900000
7.3 0
5.1 16500000
7.9 327311859
7.5 361958736
8 23341568
7.5 210000000
6.4 352194034
6.6 262797249
6.7 366101666
5.2 113000000
7.2 168840000
7.1 355237933
6.4 141407024
6.6 346079773
7.5 187436818
7.6 5535405
5.2 113493481
5.2 336529144
7.6 116112375
6.9 0
5.9 254134910
5.9 287928194
6.1 0
6.4 4300000
5.8 264218220
6.6 35348597
6 212385533
6.9 182016617
6.9 49800000
5.6 1106279658
7.4 0
5.3 19075720
6.7 25405445
6.2 182057016
6.1 189859560
6.4 21284514
5.6 104324083
6.1 18517322
5.4 122195920
7.1 135000000
6.2 26488734
5.3 66000000
6.1 115101622
5.8 30303072
6.2 18552460
6.1 0
6 0
5.6 0
6.3 0
5.5 6600000
7 28215918
7.1 39363635
6.8 157387195
5.3 20350754
6.5 6700000
7 0
6.5 50012507
5.7 76578911
6.9 0
5.4 24048000
5.5 16
6.9 0
7 0
5.2 35431113
6 0
6.2 31596911
6.3 47774193
6.4 7563728
6.7 0
6.3 13681765
5.8 0
5.8 127600435
5.8 23450000
5.1 15116634
4.1 11534477
5.9 0
6.4 0
6.8 2
6.8 0
6.6 107879496
7.1 0
5.2 178104
6.5 0
6.5 7959291
6.9 1148752
6.1 0
6.6 0
6 8175346
5.4 69660733
6.8 8349430
6.8 32648673
5.6 0
6.3 339889
5.1 0
6.1 17689177
5.9 5781885
5.7 0
5.9 50892160
5.5 0
6.7 7412216
6.5 7603766
5.6 0
4.3 0
6.9 0
6.1 0
5.4 9851610
6.7 17381942
6.3 0
7.8 0
7.1 0
6.6 0
6 0
5.3 0
4.5 19800000
5.4 64350171
5.3 0
6.3 529766
5.7 0
4.7 13940383
5.5 0
6.5 0
5.1 15453274
4.3 0
4.8 152000000
3.6 0
7.2 0
7 0
5.9 0
6.5 17519169
5.7 0
4.6 0
7.1 718490
5.4 0
5.3 10382407
6.1 16140822
5.4 0
4.8 0
5.8 0
5.7 0
6.6 442965
4.1 0
5.2 0
6.3 27400000
6.7 0
3.8 17014653
3.5 0
6.8 106269971
6.2 0
6.1 0
5.3 0
5.8 0
6.5 180000000
6.6 0
6.6 0
5.8 0
6.1 81452156
8.5 0
6.4 15000000
6.3 0
6.6 23574130
4.8 3983912
4.5 6
6.5 38290723
5.5 0
6.7 13071518
3.7 0
5.3 0
7 0
5 0
6.7 0
5.1 11
5.3 0
5.3 0
5.4 0
7.2 0
5.4 0
4.7 5093707
7.9 14661007
7.3 504050219
6.2 358991681
6.5 280000000
6 159773545
6.1 321731527
6.8 215862692
7.2 0
5.9 156563139
6.1 0
6.9 243240178
6.5 121697323
5.6 147214049
6.4 352927224
5.8 0
7.2 10725228
4.8 58662452
6.6 105232691
6.3 2019469
7.5 159157447
6.2 231605150
6.2 90753806
6.1 7191399
5 17092453
7.1 134095253
5.4 44065653
7.4 242623
5.4 6739141
6.7 43440294
6.1 411006740
6.5 0
5.3 0
6.3 0
7.1 27281507
4.6 70611210
6 178051587
6.5 50752337
6.8 4160851
6.4 21706101
5.1 12534961
7 48169908
6 0
6.4 14715067
4.9 23278931
6.2 25966555
6.8 75505856
6.5 2040920
6.4 88036683
6.9 1862805
5.1 0
7.6 0
6.2 0
6.4 14683921
6.6 7532911
5.7 28590665
5.8 128000000
6.1 21621000
6.6 107458785
6.8 5101632
5.4 754935
7 64088552
5.1 14110589
6.7 62548947
6.2 32710894
5.5 70100000
5.2 32101000
6 25792310
7.4 0
5.8 0
5.3 0
5.5 0
5.6 57138719
5.8 22518097
5.3 14358033
7.8 0
6.6 0
6.2 14356479
5.6 0
5.2 0
5.6 0
6.6 25105517
6.2 137783840
6.3 4651977
7.1 20146880
6.4 18472850
6.3 8359717
5.1 9
5.8 46434570
6 48017402
6.2 0
7 0
6.7 0
5.8 20000000
4.4 0
5.6 0
4.5 8403433
4.9 30524763
5 22697691
5.5 0
5.6 0
5.6 11390479
4.8 0
5.8 0
5.9 0
5.2 0
5.7 0
6.2 0
6.2 0
6.3 4836637
5.6 6742168
5.5 37170057
5.9 0
5.9 0
5 0
5.5 0
6.4 0
5.5 17530973
5.7 0
7.1 1666511
5.8 0
5.8 0
6.9 0
6.2 7286388
6.6 0
6.4 0
6.3 33946224
5.7 0
6.4 0
8.4 0
4.8 0
7.3 0
4.8 0
4 0
7.5 389925971
6.1 26279000
6 195312802
6.9 29800000
7.1 24600832
6.3 31672907
7 31973249
6.3 0
7.2 29400000
6.5 50000000
6.5 34967437
6.6 19255967
6.6 58972904
6.2 21722776
5.8 0
7 5732587
6.4 25533818
6.3 0
6.4 95461682
5.8 100000
5.5 0
6 125728258
6.5 40382659
6.3 72179579
6.8 40716963
6.1 42365581
6.2 14225876
6.5 0
7 4300000
4.8 0
6.5 85300000
5.7 17374595
6.8 0
5.7 20471382
5.9 216166
7.4 12000000
8.5 0
5 0
6.9 0
6 0
6.7 6000000
6.7 0
6.7 2689068
6.3 17985893
6.6 19905359
7.6 0
6.3 35856053
5.5 0
5.9 18000000
4.8 0
6.7 41092328
7.3 0
6.8 0
5.5 0
5.9 35610100
4.8 0
5.1 0
6.1 0
5.7 0
